Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,MaxYRotation,MaxRaise,MaxLower,DestroyedByPlayerShip,DestroyedByTerrainEdit,IsFloatingIsland,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.07,0.07,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.04,0.35,0.35,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.1,0.5,0.5,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.25,0.78,0.78,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,1.1,1.3,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.22,0.7,0.7,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.08,0.5,0.5,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.8,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.9,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.2,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.6,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.07,0.3,0.3,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,1.1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.4,0.4,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.08,0.4,0.4,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FOREST,-1,128,0,15,1,1.1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.04,0.4,0.4,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,SPARSECLUMP,-1,128,0,40,1,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.23,0.4,0.4,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.4,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.25,0.7,0.7,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.4,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.3,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/VOLUMEBUSH.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,185,0.8,1.3,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.15,0.15,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/VOLUMEBUSH.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,185,0.8,1.3,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.17,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/VOLUMEBUSH.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,185,0.8,1.3,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.2,0.15,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,GRASS,-1,128,0,180,0.5,0.9,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.6,0.3,0,2.8,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,0.8,1,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.1,0.05,1.5,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,38,0.2,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.12,0.15,0,2,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,39,0.2,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.21,0.15,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.3,0.8,1,1.2,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.3,0.04,0.04,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.3,0.8,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.04,0.04,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,JAMESPATCH,-1,128,0,50,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.11,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.4,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.1,0.07,0.07,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.4,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.12,0.215,0.2159,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.4,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.3,0.8,1,1.5,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.25,0.05,0.05,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.4,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.12,0.215,0.2159,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.4,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.08,0.2,0.2,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.18,0.01,0.01,2,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FOREST,-1,128,0,30,0.9,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.14,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,SPARSECLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.25,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.6,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.3,0.3,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.2,0.12,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/LARGEPLANT.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.5,1.2,1,1,0.2,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.14,0.015,0,4,Objects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/LARGEPLANT.SCENE.MBIN,FOREST,-1,128,0,45,0.6,1,1,1,0.5,6,180,0,0,TRUE,TRUE,FALSE,FALSE,0.14,0.0045,0,4,Objects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/MEDIUMBUSH.SCENE.MBIN,FLORACLUMP,-1,128,0,180,1.3,1.7,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.11,0.001,0,4,Objects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/MEDIUMBUSH.SCENE.MBIN,FOREST,-1,128,0,55,0.9,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.325,0.005,0,4,Objects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/MEDIUMPLANT.SCENE.MBIN,BLANKETCLUMP,-1,128,0,37,1.2,1.6,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.04,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/MEDIUMPLANT.SCENE.MBIN,FLORACLUMP,-1,128,0,38,1,1.6,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.16,0.016,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/SMALLFLOWERS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,39,0.9,1,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/SMALLPLANT.SCENE.MBIN,BLANKETCLUMP,-1,128,0,39,1,1.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.17,0.03,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/SMALLPLANT.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1.2,1.6,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.21,0.04,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/LARGE/LARGEROCK.SCENE.MBIN,SPARSECLUMP,-1,128,0,180,1,1.5,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.008,0.008,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/LARGE/LARGEROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,180,1.4,2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.09,0.007,0.007,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1,1.8,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.18,0.008,0.008,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,180,1,1.8,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.18,0.025,0.025,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,180,1,2,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.02,0.02,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,SPARSECLUMP,-1,128,0,180,1,2,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.01,0.01,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1.5,1.9,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.017,0,3,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,45,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.05,0.03,0.03,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,GRASS,-1,128,0,30,1,1.6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.08,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FLORACLUMP,-1,128,0,60,0.8,1.3,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.55,0.002,0.002,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,0.5,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.65,0.03,0.03,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,0.5,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.65,0.05,0.05,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FLORACLUMP,-1,128,0,45,1,1.5,0.8,1.2,0,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.02,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,0.8,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.03,0.03,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,60,0.5,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.65,0.03,0.03,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FLORACLUMP,-1,128,0,60,0.5,0.6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.5,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FOREST,-1,128,0,50,0.5,0.6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.5,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,1,1.6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.7,0.05,0.05,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,180,1.2,1.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.12,0.004,0.004,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,180,1.2,1.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.182,0.008,0.03,2,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/GRAVELPATCHSANDBLEND.SCENE.MBIN,FLORACLUMP,-1,128,0,40,2.5,3.5,1,1.4,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.04,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/GRAVELPATCHSANDBLEND.SCENE.MBIN,JAMESPATCH,-1,128,0,40,3,4,1,1.4,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.06,0.04,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/GRAVELPATCHSANDBLEND.SCENE.MBIN,JAMESPATCH,-1,128,0,40,2,4,0.8,1.2,1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.04,0,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/GRAVELPATCHSANDBLEND.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,2,3,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.1,0.04,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/LARGESANDBLENDROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,40,2,4,0.8,1.2,0,20,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.005,0.002,1,Landmarks
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/LARGESANDBLENDROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1.5,3,0.8,1.2,0,20,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.065,0.04,1,Landmarks
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/MEDIUMSANDBLENDROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1.5,2.5,0.8,1.2,0.9,90,180,0,0,TRUE,TRUE,FALSE,FALSE,0.25,0.025,0.015,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/MEDIUMSANDBLENDROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1,2,0.8,1.2,0.9,90,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.04,0.02,0.5,Objects
MODELS/PLANETS/BIOMES/HQLUSH/SMALLPROPS/SMALLROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,50,0.2,0.8,0.8,1.3,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.005,0.005,1,DetailObjects
MODELS/PLANETS/BIOMES/HUGEPROPS/HUGESCORCHED/HUGESPIRE.SCENE.MBIN,SPARSECLUMP,-1,128,0,60,10,18,1,1,0,10,180,0,0,FALSE,TRUE,FALSE,FALSE,0.2,0.04,0.02,1,DistantObjects
MODELS/PLANETS/BIOMES/HUGEPROPS/HUGESCORCHED/HUGESPIRE.SCENE.MBIN,FLORACLUMP,-1,128,0,60,10,20,1,1,0,10,180,0,0,FALSE,TRUE,FALSE,FALSE,0.13,0.02,0.01,1,DistantObjects
MODELS/PLANETS/BIOMES/LIVINGSHIP/LARGE/BIOTANK.SCENE.MBIN,JAMESPATCH,-1,128,0,50,3,4,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.005,0.005,1,Landmarks
MODELS/PLANETS/BIOMES/LIVINGSHIP/LARGE/FLAMESPLINTER.SCENE.MBIN,JAMESPATCH,-1,128,0,35,1,3,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Landmarks
MODELS/PLANETS/BIOMES/LIVINGSHIP/MEDIUM/ARRAYSHELL.SCENE.MBIN,JAMESPATCH,-1,128,0,40,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.002,0.002,1,Objects
MODELS/PLANETS/BIOMES/LIVINGSHIP/MEDIUM/CURLYTENDRILS.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.5,0.8,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.005,0.005,1,Objects
MODELS/PLANETS/BIOMES/LIVINGSHIP/MEDIUM/HOTROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,0.5,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,1,0.007,0.007,1,Objects
MODELS/PLANETS/BIOMES/LIVINGSHIP/MEDIUM/HOTROCKLIFTED.SCENE.MBIN,JAMESPATCH,-1,128,0,40,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.5,0.007,0.007,1,Objects
MODELS/PLANETS/BIOMES/LIVINGSHIP/MEDIUM/HOTTENDRILS.SCENE.MBIN,JAMESPATCH,-1,128,0,5,0.8,2,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.005,0.005,1,Objects
MODELS/PLANETS/BIOMES/LIVINGSHIP/SMALL/GLOWGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.8,2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.12,0.3,0.3,1,DetailObjects
MODELS/PLANETS/BIOMES/LIVINGSHIP/SMALL/GLOWGRASS.SCENE.MBIN,JAMESPATCH,-1,128,0,50,0.6,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.4,0.05,0.05,1,DetailObjects
MODELS/PLANETS/BIOMES/LIVINGSHIP/SMALL/GLOWGRASS.SCENE.MBIN,GRASSCLUMP,-1,128,0,50,0.8,2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.1,0.3,0.3,1,DetailObjects
MODELS/PLANETS/BIOMES/LIVINGSHIP/SMALL/GLOWGRASS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.8,1.5,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/RADIOACTIVE/MEDIUM/MEDIUMGLOWROCK.SCENE.MBIN,FLORACLUMPX,-1,128,0,40,1,1.5,1,1,0,15,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.007,0.007,1,Objects
MODELS/PLANETS/BIOMES/RADIOACTIVE/MEDIUM/MEDIUMGLOWROCK.SCENE.MBIN,JAMESPATCHX,-1,128,0,40,1,1.5,1,1,0,15,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.007,0.007,1,Objects
