Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,DestroyedByPlayerShip,DestroyedByTerrainEdit,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.25,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.7,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.15,0.78,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.18,0.7,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.14,0.65,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.25,0.99,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.6,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.8,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.2,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.18,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.8,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.14,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,SPARSECLUMP,-1,128,0,40,0.8,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.27,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.6,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.8,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.2,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,TRUE,TRUE,TRUE,0.04,0.5,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.7,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.15,0.78,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.18,0.7,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.14,0.65,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.25,0.99,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.6,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.8,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.2,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.18,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.8,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.14,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,SPARSECLUMP,-1,128,0,40,0.8,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.27,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.8,1.2,1,1,0,8,TRUE,TRUE,FALSE,0.24,0.1,0.06,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.8,1.2,1,1,0,8,TRUE,TRUE,FALSE,0.24,0.06,0.06,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.04,0.5,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.08,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,FALSE,TRUE,TRUE,0.15,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.18,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.8,0.9,1,1,0.1,0,FALSE,TRUE,TRUE,0.14,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.25,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.08,0.7,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,FALSE,TRUE,TRUE,0.15,0.78,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.18,0.7,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.6,0.8,1,1,0.1,0,FALSE,TRUE,TRUE,0.14,0.65,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.25,0.99,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.6,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.08,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.8,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.2,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.18,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.8,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.14,0.6,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,SPARSECLUMP,-1,128,0,40,0.8,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.27,0.6,0.6,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/FLOWERS/YARROW.SCENE.MBIN,FLORACLUMP,-1,128,0,39,0.9,1.2,1,1.1,0.1,0,TRUE,TRUE,TRUE,0.2,0.05,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.08,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,FALSE,TRUE,TRUE,0.15,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.18,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.8,0.9,1,1,0.1,0,FALSE,TRUE,TRUE,0.14,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.25,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,BARRENGRASSCLUX,-1,128,0,40,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.15,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,GRASS,-1,128,0,180,0.5,0.9,1,1,0.5,0,TRUE,TRUE,FALSE,0.3,0.2,0,2.8,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.15,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.18,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,FOREST,-1,128,0,15,0.8,0.9,1,1,0.1,0,TRUE,TRUE,TRUE,0.14,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.25,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,BARRENGRASSCLUX,-1,128,0,40,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.15,0.8,0.8,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMPX,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.08,0.2,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMPX,-1,128,0,40,0.6,0.8,1,1,0.1,0,FALSE,TRUE,TRUE,0.15,0.1,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMPX,-1,128,0,15,0.9,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.18,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,SPARSECLUMPX,-1,128,0,40,0.5,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.25,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.04,0.15,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.08,0.2,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,FALSE,TRUE,TRUE,0.15,0.1,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.18,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FOREST,-1,128,0,30,0.9,1,1,1,0,0,FALSE,TRUE,TRUE,0.14,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.25,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.08,0.2,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,FALSE,TRUE,TRUE,0.15,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.18,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FOREST,-1,128,0,30,0.9,1,1,1,0,0,FALSE,TRUE,TRUE,0.14,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.25,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,FALSE,TRUE,TRUE,0.08,0.2,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,FALSE,TRUE,TRUE,0.15,0.1,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.18,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FOREST,-1,128,0,30,0.9,1,1,1,0,0,FALSE,TRUE,TRUE,0.14,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,SPARSECLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,FALSE,TRUE,TRUE,0.25,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,TRUE,TRUE,TRUE,0.04,0.15,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.2,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.15,0.1,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.18,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FOREST,-1,128,0,30,0.9,1,1,1,0,0,TRUE,TRUE,TRUE,0.14,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.25,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.2,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.15,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.18,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FOREST,-1,128,0,30,0.9,1,1,1,0,0,TRUE,TRUE,TRUE,0.14,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.25,0.01,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,TRUE,TRUE,TRUE,0.08,0.2,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,TRUE,TRUE,TRUE,0.15,0.1,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,TRUE,TRUE,TRUE,0.18,0.01,0,3,DetailObjects
