Type,Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,MaxYRotation,MaxRaise,MaxLower,DestroyedByPlayerShip,DestroyedByTerrainEdit,IsFloatingIsland,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
Instanced,MODELS/PLANETS/BIOMES/BURNT/BURNTREMIX/TINYROCKS.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.7,1.4,1,1,0.3,20,360,0,0,FALSE,TRUE,FALSE,FALSE,0.4,0.07,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/BURNT/LARGE/LARGEPLANT.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.8,1.5,1,1,0.3,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.0028,0.001,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/BURNT/LARGE/LARGEPLANT.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.8,1.5,1,1,0.3,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.28,0.001,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/BURNT/LARGE/LARGEPLANT.SCENE.MBIN,JAMESPATCH,-1,128,0,30,1,1,1,1,1,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.01,0.005,2,Objects
Instanced,MODELS/PLANETS/BIOMES/BURNT/LARGE/LARGEPLANT.SCENE.MBIN,JAMESPATCH,-1,128,0,30,1,1,1,1,1,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.01,0.005,2,Objects
Instanced,MODELS/PLANETS/BIOMES/BURNT/LARGE/LARGEPLANT.SCENE.MBIN,JAMESPATCH,-1,128,0,30,1,1,1,1,1,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.01,0.005,2,Objects
Instanced,MODELS/PLANETS/BIOMES/BURNT/LARGE/LARGEROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.7,1.6,1,1,0.3,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.01,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/BURNT/MEDIUM/MEDIUMPLANT.SCENE.MBIN,JAMESPATCH,-1,128,0,30,1,1,1,1,1,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.01,0.005,2,Objects
Instanced,MODELS/PLANETS/BIOMES/BURNT/MEDIUM/MEDIUMPLANT.SCENE.MBIN,JAMESPATCH,-1,128,0,30,1,1,1,1,1,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.01,0.005,2,Objects
Instanced,MODELS/PLANETS/BIOMES/BURNT/MEDIUM/MEDIUMPLANT.SCENE.MBIN,JAMESPATCH,-1,128,0,30,1,1,1,1,1,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.01,0.005,2,Objects
Instanced,MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,1,1.2,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.16,0.05,0.03,1.5,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,1,1.2,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.16,0.05,0.03,1.5,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,0.8,1,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.1,0.05,1.5,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,GRASS,-1,128,0,180,0.8,1.3,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,1,0.05,0.2,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWLUSHGRASS.SCENE.MBIN,GRASS,-1,128,0,55,0.8,1.5,1,1.7,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,1,0.7,0.7,2.8,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWLUSHGRASS.SCENE.MBIN,GRASS,-1,128,0,55,0.8,1.5,1,1.7,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,1,0.7,0.7,2.8,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/GAS/CLOUDVERTCOLOUR.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.7,1,1,1,0.1,20,180,0,0.8,FALSE,TRUE,FALSE,TRUE,0.1,0.6,0.5,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/GAS/CRASHEDSHIPS_PROC.SCENE.MBIN,RARE,-1,128,0,40,1,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.001,1,0.004,1,Objects
Instanced,MODELS/PLANETS/BIOMES/GAS/CRASHEDSHIPS_PROC.SCENE.MBIN,RARE,-1,128,0,40,1,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.003,1,0.004,1,Objects
Instanced,MODELS/PLANETS/BIOMES/GAS/CRATER_LIQUID.SCENE.MBIN,FLORACLUMP,-1,156,0,50,0.5,1.3,1,1,0,0,180,0,0,TRUE,TRUE,TRUE,FALSE,0.03,0.25,0.2,1,Objects
Instanced,MODELS/PLANETS/BIOMES/GAS/CRATER_SMALL.SCENE.MBIN,SMALLCLUMP,-1,100,0,15,0.4,0.8,1,2,0,0,180,0,0,TRUE,TRUE,TRUE,FALSE,0.07,0.5,0.2,1,Objects
Single,MODELS/PLANETS/BIOMES/GAS/FLOATING_PUSHROCK.SCENE.MBIN,RESOURCE,-1,128,0,40,1,2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.01,0.01,0,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/GAS/GRAVELPATCHBLEND.SCENE.MBIN,JAMESPATCH,-1,128,0,40,3,4,1,1.4,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.07,0.04,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/GAS/GRAVELPATCHBLEND.SCENE.MBIN,FLORACLUMP,-1,128,0,40,2.5,3.5,1,1.4,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.06,0.02,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/GAS/GROUNDCRYSTALLARGE.SCENE.MBIN,RARE,-1,128,0,40,3,8,1,2,0,0,0.4,0,0,TRUE,TRUE,FALSE,FALSE,0.0001,0.0001,0.0001,1,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/GAS/GROUNDCRYSTALLARGE.SCENE.MBIN,FLORACLUMP,-1,128,0,40,4,6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.005,0.003,1,Landmarks
Instanced,MODELS/PLANETS/BIOMES/GAS/GROUNDCRYSTALS.SCENE.MBIN,JAMESPATCH,-1,128,0,60,1,5,1,1,0.8,40,180,0,0,TRUE,TRUE,FALSE,FALSE,0.18,0.07,0.06,1,Objects
Instanced,MODELS/PLANETS/BIOMES/GAS/LARGECRYSTALBLENDROCK.SCENE.MBIN,SMALLCLUMP,-1,128,0,40,0.1,3,1,1,0,45,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.075,0.04,1,Landmarks
Single,MODELS/PLANETS/BIOMES/GAS/LIGHTNINGCLOUD.SCENE.MBIN,BLANKETCLUMP,-1,200,0,180,1,1.5,1,1,0,0,180,0,0,FALSE,FALSE,TRUE,FALSE,0.0007,0.1,0,1,DistantObjects
Single,MODELS/PLANETS/BIOMES/GAS/MEDIUMSTEAMER.SCENE.MBIN,BLANKETCLUMP,-1,128,0,45,3,4,1,1,0.8,15,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.01,0.006,1,Objects
Instanced,MODELS/PLANETS/BIOMES/GAS/SKYROCK.SCENE.MBIN,BLANKETCLUMP,-1,80,0,180,3,30,1,1,0.5,45,180,20,0,TRUE,TRUE,FALSE,FALSE,0.03,0.2,0.1,0.1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/GAS/SMALLROCKFLOATING.SCENE.MBIN,BARRENGRASSCLUM,-1,128,0,180,3,30,1,1,0.5,45,180,20,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0,1,Objects
Instanced,MODELS/PLANETS/BIOMES/HQFROZEN/FOLIAGE/FROZENBUSHYGRASS.SCENE.MBIN,FOREST,-1,128,0,30,0.9,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.24,0.07,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/HQFROZEN/FOLIAGE/FROZENBUSHYGRASS.SCENE.MBIN,FOREST,-1,128,0,30,0.9,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.24,0.07,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/HQFROZEN/FOLIAGE/FROZENBUSHYGRASS.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.8,1.6,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.008,0.006,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/HQFROZEN/FOLIAGE/FROZENBUSHYGRASS.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.5,1.2,1,1.5,0.8,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.08,0.04,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/HQFROZEN/FOLIAGE/FROZENGRASSLARGE.SCENE.MBIN,FOREST,-1,128,0,15,0.8,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.14,0.6,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/HQFROZEN/FOLIAGE/FROZENGRASSLARGE.SCENE.MBIN,FOREST,-1,128,0,15,0.8,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.14,0.6,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/HQFROZEN/FOLIAGE/FROZENGRASSLARGE.SCENE.MBIN,JAMESPATCH,-1,128,0,45,1,2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.02,0.02,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,ROCKCLUMP,-1,128,0,60,1,4,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.0001,0.0001,0.0001,1,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,ROCKCLUMP,-1,128,0,60,1,4,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.0001,0.0001,0.0001,1,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,FLORACLUMP,-1,128,0,60,0.9,3,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.006,0,1,Landmarks
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,FLORACLUMP,-1,128,0,60,3,5,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0,1,Landmarks
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,FOREST,-1,128,0,60,1.5,3,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.025,0,2,Landmarks
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,FOREST,-1,128,0,50,6.5,7,1,1,0,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.004,0,2,Landmarks
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,ROCKCLUMP,-1,128,0,60,1,4,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.0001,0.0001,0.0001,1,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,FLORACLUMP,-1,128,0,60,0.9,3,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.006,0,1,Landmarks
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,FLORACLUMP,-1,128,0,60,3,5,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0,1,Landmarks
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,FOREST,-1,128,0,60,1.5,3,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.025,0,2,Landmarks
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,FOREST,-1,128,0,50,6.5,7,1,1,0,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.004,0,2,Landmarks
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,ROCKCLUMP,-1,128,0,60,1,4,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.0001,0.0001,0.0001,1,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/HQLUSH/HQTREES/HQTREEREF.SCENE.MBIN,ROCKCLUMP,-1,128,0,60,1,4,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.0001,0.0001,0.0001,1,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/HUGETREE.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.9,1.5,1,1,0.2,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.18,0.12,0,3,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/HUGETREE.SCENE.MBIN,SPARSECLUMP,-1,128,0,90,1.4,1.9,1,1,0,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.5,0.0005,0,3,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/HUGETREE.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,1,1.6,1,1,0.3,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.001,0.001,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/HUGETREE.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.5,1,1,1,0.3,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.04,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/LARGEROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.7,1.6,1,1,0.3,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.22,0.032,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/LARGEROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.7,1.6,1,1,0.3,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.01,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/MEDIUMPLANT.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.8,1,1,1,0.2,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.23,0.04,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/MEDIUMPLANT.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.8,1,1,1,0.2,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.02,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/MEDIUMROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.8,2,1,1,0.3,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.28,0.016,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/SMALLROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.8,1.3,1,1,0.3,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.02,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/IRRADIATED/REMIX/TINYROCKS.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.7,1.4,1,1,0.3,20,360,0,0,FALSE,TRUE,FALSE,FALSE,0.4,0.07,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/DETAIL/JUNGLETALLGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.4,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.1,0.1,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/DETAIL/JUNGLETALLGRASS.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.3,0.8,1,1.5,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.25,0.05,0.05,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/DETAIL/TINYPLANTS.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.7,1.4,1,1,0.3,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.07,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/DETAIL/TINYROCKS.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.7,1.4,1,1,0.3,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.07,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/HUGE/HUGETREE.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.7,1.4,1,1,0.2,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.14,0.15,0,3,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/LARGE/LARGEPLANT.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.8,1.5,1,1,0.3,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.28,0.001,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/LARGE/LARGEROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.7,1.6,1,1,0.3,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.22,0.032,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/LARGE/LARGEROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.7,1.6,1,1,0.3,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.01,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/LARGE/LARGETREE.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,1,1.6,1,1,0.3,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.001,0.001,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/LARGE/LARGETREE.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,1,1.6,1,1,0.3,3,360,0,0,TRUE,TRUE,FALSE,FALSE,0.16,0.035,0,3,Landmarks
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/MEDIUM/MEDIUMPLANT.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.8,1.2,1,1,0.2,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.23,0.04,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/MEDIUM/MEDIUMPLANT.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.8,1.2,1,1,0.2,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.02,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/MEDIUM/MEDIUMROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.8,2,1,1,0.3,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.28,0.016,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/RARE/RARELARGE.SCENE.MBIN,SPARSECLUMP,-1,128,0,90,0.8,1.8,1,1,0,0,360,0,0,TRUE,TRUE,FALSE,FALSE,0.5,0.0005,0,3,DistantObjects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/SMALL/SMALLPLANT.SCENE.MBIN,LEVILARGEPATCH,-1,128,0,90,0.8,1.6,1,1,0.3,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.02,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/JUNGLE/SMALL/SMALLROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,90,0.8,1.6,1,1,0.3,20,360,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.02,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,1,1.5,1,1,0.1,20,180,0,0,FALSE,TRUE,FALSE,TRUE,0.22,0.7,0.7,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.5,1.2,1,1,0.1,20,180,0,0,FALSE,TRUE,FALSE,TRUE,0.25,0.78,0.78,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,0.6,1.5,1,1,0.5,20,180,0,0,FALSE,TRUE,FALSE,FALSE,0.2,0.1,0.05,1.5,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,1,1.5,1,1,0.1,20,180,0,0,FALSE,TRUE,FALSE,TRUE,0.22,0.7,0.7,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.5,1.2,1,1,0.1,20,180,0,0,FALSE,TRUE,FALSE,TRUE,0.25,0.78,0.78,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,0.6,1.5,1,1,0.5,20,180,0,0,FALSE,TRUE,FALSE,FALSE,0.2,0.1,0.05,1.5,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,1,1.5,1,1,0.1,20,180,0,0,TRUE,TRUE,FALSE,TRUE,0.22,0.7,0.7,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.5,1.2,1,1,0.1,20,180,0,0,TRUE,TRUE,FALSE,TRUE,0.25,0.78,0.78,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,0.6,1.5,1,1,0.5,20,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.1,0.05,1.5,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,JUNGLEGRASS,-1,128,0,55,0.7,1.1,1,1.7,1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.6,1,0.1,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/NOXIOUS/DETAIL/NOXIOUSGRASS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,1,1.5,1,1,0.1,20,180,0,0,FALSE,TRUE,FALSE,TRUE,0.22,0.7,0.7,1,DetailObjects
