Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,MaxYRotation,MaxRaise,MaxLower,DestroyedByPlayerShip,DestroyedByTerrainEdit,IsFloatingIsland,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBBUSH.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,1,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.08,0.08,0.08,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBBUSH.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,40,0.6,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.14,0.12,0.12,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBBUSH.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,1,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.1,0.15,0.15,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBBUSH.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,1,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.1,0.15,0.15,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBBUSH.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.2,0.2,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.06,0.06,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/SCRUBGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,45,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.06,0.06,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/FLOWERS/YARROW.SCENE.MBIN,FLORACLUMP,-1,128,0,39,0.9,1.2,1,1.1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.35,0.025,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/BUBBLELUSHGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1,2,0.8,1.2,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.5,0.08,0.05,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/BUBBLELUSHGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1,2,0.8,1.2,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.5,0.08,0.05,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/BUBBLELUSHGRASS.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1,2,0.8,1.2,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.5,0.12,0.08,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/NEWCROSSGRASS.SCENE.MBIN,GRASSX,-1,128,0,180,0.8,1.5,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,1,0.7,0,2.8,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,38,0.6,0.9,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.12,0.2,0.02,2,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,39,0.6,0.9,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.21,0.2,0.05,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,SMALLCLUMP,-1,128,0,40,0.3,0.8,1,1.2,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.25,0.03,0.03,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.3,0.8,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.035,0.035,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.3,0.8,1,1.2,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.25,0.03,0.03,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,JAMESPATCH,-1,128,0,45,0.3,0.8,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.035,0.035,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.2,0.15,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,JAMESPATCH,-1,128,0,40,0.6,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.1,0.08,0.08,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,50,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.11,0.15,0.15,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.11,0.15,0.15,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.4,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.15,0.15,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,45,0.3,0.8,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.035,0.035,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,50,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.11,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.11,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.4,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.1,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,45,0.3,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,TRUE,0.14,0.015,0.015,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.4,0.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.08,0.2,0.2,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,ROCKCLUMP,-1,128,0,15,0.9,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.18,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,SPARSECLUMP,-1,128,0,40,0.5,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.18,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.2,0.15,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,JAMESPATCH,-1,128,0,40,0.6,1.2,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.15,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.5,1,1,1,1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.35,0.3,0.2,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/GRASS/TALLGRASSBILLBOARD.SCENE.MBIN,JAMESPATCH,-1,128,0,40,0.5,1,1,1,1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.3,0.2,0.2,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/LARGEPLANT.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.7,1.4,1,1,0.2,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.14,0.015,0,4,Objects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/LARGEPLANT.SCENE.MBIN,FOREST,-1,128,0,45,0.7,1.4,1,1,0.5,6,180,0,0,TRUE,TRUE,FALSE,FALSE,0.14,0.0045,0,4,Objects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/MEDIUMBUSH.SCENE.MBIN,FLORACLUMP,-1,128,0,180,1.4,2,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.11,0.001,0,4,Objects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/MEDIUMBUSH.SCENE.MBIN,FOREST,-1,128,0,55,0.9,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.325,0.005,0,4,Objects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/MEDIUMPLANT.SCENE.MBIN,BLANKETCLUMP,-1,128,0,37,1.4,1.8,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.04,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/MEDIUMPLANT.SCENE.MBIN,FLORACLUMP,-1,128,0,38,1.4,1.8,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.16,0.016,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/PLANTS/SMALLPLANT.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1.2,1.6,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.21,0.04,0,3,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/LARGE/LARGEROCK.SCENE.MBIN,SPARSECLUMP,-1,128,0,180,1,1.5,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.008,0.008,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/LARGE/LARGEROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,180,1.4,2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.09,0.007,0.007,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/LARGE/LARGEROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,45,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.05,0.04,0.04,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1,1.8,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.18,0.008,0.008,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,180,1,1.8,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.18,0.025,0.025,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,180,1,2,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.02,0.02,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,SPARSECLUMP,-1,128,0,180,1,2,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.01,0.01,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,SMALLCLUMP,-1,128,0,40,1,2,0.9,1.2,0,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.004,0.004,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1,2,0.9,1.2,0,10,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.004,0.004,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1.5,2,0.8,1.2,0.2,15,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.015,0.01,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,GRASSCLUMP,-1,128,0,45,1,2.1,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.02,0.02,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,GRASSCLUMP,-1,128,0,45,1,2.1,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.02,0.02,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,45,1,2.1,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.13,0.008,0.008,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,45,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.05,0.04,0.04,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,45,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.05,0.04,0.04,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,GRASSCLUMP,-1,128,0,45,1,2.1,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.01,0.01,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,45,1,2.1,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.01,0.01,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1.5,2,0.8,1.2,0.2,15,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.015,0.01,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/MEDIUM/MEDIUMROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,1.5,2,0.8,1.2,0.2,15,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.01,0.007,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,45,0.5,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.04,0.04,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,0.5,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.75,0.04,0.04,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,SMALLCLUMP,-1,128,0,45,1,1,1,1,0,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.08,0.08,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,50,0.5,0.6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.75,0.026,0.026,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMP,-1,128,0,60,0.5,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.65,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FLORACLUMP,-1,128,0,60,0.5,0.8,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.65,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FOREST,-1,128,0,50,0.5,0.6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.65,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,180,1.2,1.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.12,0.004,0.004,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,180,1.2,1.6,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.182,0.008,0.03,2,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1,1.5,0.8,1.2,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.01,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/GRAVELPATCHSANDBLEND.SCENE.MBIN,SMALLCLUMP,-1,128,0,40,2.5,3.5,1,1.4,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.04,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/GRAVELPATCHSANDBLEND.SCENE.MBIN,JAMESPATCH,-1,128,0,40,3,4,1,1.4,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.06,0.04,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/GRAVELPATCHSANDBLEND.SCENE.MBIN,JAMESPATCH,-1,128,0,40,2,4,0.8,1.2,1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.025,0.01,1,DetailObjects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/LARGESANDBLENDROCK.SCENE.MBIN,SMALLCLUMP,-1,128,0,40,0.5,1.5,0.8,1.2,0,40,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.04,0.01,1,Landmarks
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/LARGESANDBLENDROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,0.5,1.5,0.8,1.2,0,40,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.075,0.04,1,Landmarks
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/LARGESANDBLENDROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1.5,3,0.8,1.2,0,40,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.065,0.04,1,Landmarks
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/MEDIUMSANDBLENDROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1.5,2.5,0.8,1.2,0.9,90,180,0,0,TRUE,TRUE,FALSE,FALSE,0.25,0.025,0.015,1,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/MEDIUMSANDBLENDROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,1,2,0.8,1.2,0.9,90,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.04,0.02,0.5,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/MEDIUMSANDBLENDROCK.SCENE.MBIN,JAMESPATCH,-1,128,0,40,0.8,2,0.8,1.2,0.9,90,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.065,0.045,2,Objects
MODELS/PLANETS/BIOMES/COMMON/ROCKS/SURFACEBLEND/MEDIUMSANDBLENDROCK.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,0.7,2.5,0.8,1.2,0,15,180,0,0,TRUE,TRUE,FALSE,FALSE,0.25,0.02,0.01,1,Objects
MODELS/PLANETS/BIOMES/HQLUSH/MEDIUMPROPS/MEDIUMBOULDER01.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.8,2.5,0.8,1.5,1,25,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.01,0.01,1,Objects
MODELS/PLANETS/BIOMES/HQLUSH/MEDIUMPROPS/MEDIUMBOULDER01.SCENE.MBIN,ROCKCLUMP,-1,128,0,40,2,4,0.8,1.2,0,15,180,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.03,0.015,1,Objects
