Type,Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,MaxYRotation,MaxRaise,MaxLower,DestroyedByPlayerShip,DestroyedByTerrainEdit,IsFloatingIsland,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FOREST,-1,-5,0,50,0.9,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,GRASSCLUMP,-1,10,0,50,0.9,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMPX,-128,-0.5,0,50,0.6,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.45,0.065,0.065,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FLORACLUMP,-128,-0.5,0,50,0.9,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.575,0.02,0.02,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FOREST,-1,-5,0,50,0.9,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,GRASSCLUMP,-1,10,0,50,0.9,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,BLANKETCLUMPX,-128,-0.5,0,50,0.6,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/FRAGMENTS.SCENE.MBIN,FLORACLUMPX,-128,-0.5,0,50,0.9,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,FOREST,-128,-5,0,30,0.3,0.45,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,BLANKETCLUMP,-3,-0.1,0,40,0.3,0.8,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.041,0.041,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,BLANKETCLUMP,-128,-0.5,0,40,0.3,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.345,0.021,0.021,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,FOREST,-128,-5,0,30,0.3,0.45,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/COMMON/ROCKS/SMALL/SMALLROCK.SCENE.MBIN,BLANKETCLUMPX,-128,-0.5,0,40,0.3,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGEKELP.SCENE.MBIN,BLANKETCLUMP,-1000,-32,0,75,1.5,2,1,1,0.7,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.006,0.006,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGEKELP.SCENE.MBIN,BLANKETCLUMP,-1000,-32,0,75,2,2.5,1,1,0.7,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.002,0.002,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGEKELP.SCENE.MBIN,BLANKETCLUMP,-1000,-32,0,75,1.5,2,1,1,0.7,0,180,0,0,FALSE,TRUE,FALSE,FALSE,0.3,0.006,0.006,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGEKELP.SCENE.MBIN,BLANKETCLUMP,-1000,-32,0,75,2,2.5,1,1,0.7,0,180,0,0,FALSE,TRUE,FALSE,FALSE,0.2,0.002,0.002,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGEKELP.SCENE.MBIN,FLORACLUMP,-1000,-32,0,75,1.5,2.5,1,1,0.5,0,180,0,0,FALSE,TRUE,FALSE,FALSE,0.25,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTEMPLANT.SCENE.MBIN,BLANKETCLUMP,-1000,-48,0,45,1,2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-1000,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-1000,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-128,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-128,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-128,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-128,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-128,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-128,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,GRASSCLUMP,-128,-10,0,70,0.5,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,ROCKCLUMP,-128,-10,0,70,0.5,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-1000,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-1000,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-128,-12,0,80,0.5,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.024,0.024,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMPX,-128,-12,0,60,0.5,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.26,0.018,0.018,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-128,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-128,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,GRASSCLUMP,-128,-10,0,70,0.5,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,ROCKCLUMP,-128,-10,0,70,0.5,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-128,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-128,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-128,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-128,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,FLORACLUMP,-1000,-12,0,80,0.2,1.2,1,1,0.5,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.02,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/LARGESTRANDS.SCENE.MBIN,BLANKETCLUMP,-1000,-12,0,60,0.2,1.3,1,1,0.5,4,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.5,0.5,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/UNDERWATERTREE.SCENE.MBIN,GRASSCLUMP,-128,-15,0,20,0.8,3,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/UNDERWATERTREE.SCENE.MBIN,FLORACLUMP,-128,-15,0,20,1.5,3,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.28,0.012,0.012,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/UNDERWATERTREE.SCENE.MBIN,GRASSCLUMP,-128,-15,0,20,0.8,3,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPLANTS/UNDERWATERTREE.SCENE.MBIN,FLORACLUMPX,-128,-15,0,20,1.5,3,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGECORALTWIST.SCENE.MBIN,FLORACLUMP,-1000,-48,0,45,6,7,0.9,1.1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.016,0.016,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGECREEPYPROP.SCENE.MBIN,FLORACLUMP,-1000,-24,0,45,3,4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.002,0.002,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGECREEPYPROP.SCENE.MBIN,FLORACLUMP,-1000,-20,0,30,2,2.5,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.005,0.005,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGECURVEPROP.SCENE.MBIN,FLORACLUMP,-1000,-24,0,60,6,7,0.9,1.1,0,40,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.016,0.016,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGECURVEPROP.SCENE.MBIN,FLORACLUMP,-1000,-20,0,60,2,4,1,1,0,40,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.0125,0.0125,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGECURVEPROP.SCENE.MBIN,FLORACLUMP,-1000,-20,0,60,2,4,1,1,0,40,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.0125,0.0125,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-1000,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.375,0.0025,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-128,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.375,0.0025,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-128,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.375,0.0025,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-128,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.375,0.0025,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-128,-5,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,GRASSCLUMP,-128,-5,0,55,0.6,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-1000,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.375,0.0025,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-128,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.375,0.0025,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,GRASSCLUMPX,-128,-5,0,55,0.6,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.325,0.002,0,0,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-128,-5,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,GRASSCLUMP,-128,-5,0,55,0.6,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-128,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.375,0.0025,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-128,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,GRASSCLUMPX,-128,-5,0,55,0.6,1.2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGELUMP.SCENE.MBIN,ROCKCLUMP,-1000,-12,0,45,1,1.4,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.375,0.0025,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPLATFORMROCK.SCENE.MBIN,ROCKCLUMP,-128,-5,0,55,0.5,1.15,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPLATFORMROCK.SCENE.MBIN,ROCKCLUMP,-128,-35,0,55,0.6,2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPLATFORMROCK.SCENE.MBIN,FLORACLUMP,-128,-10,0,40,0.5,1.35,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.0025,0.0025,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPLATFORMROCK.SCENE.MBIN,BLANKETCLUMP,-128,-25,0,40,0.6,2,1,1,0,1,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.0015,0.0015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPLATFORMROCK.SCENE.MBIN,ROCKCLUMP,-128,-5,0,55,0.5,1.15,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPLATFORMROCK.SCENE.MBIN,ROCKCLUMP,-128,-35,0,55,0.6,2,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPLATFORMROCK.SCENE.MBIN,FLORACLUMPX,-128,-10,0,40,0.5,1.35,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPLATFORMROCK.SCENE.MBIN,BLANKETCLUMPX,-128,-25,0,40,0.6,2,1,1,0,1,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPROP.SCENE.MBIN,ROCKCLUMP,-128,-5,0,35,0.8,1.85,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPROP.SCENE.MBIN,ROCKCLUMP,-128,-5,0,45,0.9,1.95,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPROP.SCENE.MBIN,BLANKETCLUMPX,-128,-12,0,45,0.8,1.85,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.26,0.001,0.001,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPROP.SCENE.MBIN,FLORACLUMP,-128,-12,0,45,0.9,1.95,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.0015,0.0015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPROP.SCENE.MBIN,ROCKCLUMP,-128,-5,0,35,0.8,1.85,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPROP.SCENE.MBIN,ROCKCLUMP,-128,-5,0,45,0.9,1.95,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPROP.SCENE.MBIN,BLANKETCLUMPX,-128,-12,0,45,0.8,1.85,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGEPROP.SCENE.MBIN,FLORACLUMPX,-128,-12,0,45,0.9,1.95,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGESPIKEROCK.SCENE.MBIN,ROCKCLUMP,-128,-12,0,55,1,1.6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGESPIKEROCK.SCENE.MBIN,FLORACLUMP,-128,-15,0,40,1,1.5,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.005,0.005,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGESPIKEROCK.SCENE.MBIN,ROCKCLUMP,-128,-12,0,55,1,1.6,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGESPIKEROCK.SCENE.MBIN,FLORACLUMPX,-128,-15,0,40,1,1.5,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,Objects
