Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,MaxYRotation,MaxRaise,MaxLower,DestroyedByPlayerShip,DestroyedByTerrainEdit,IsFloatingIsland,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
MODELS/PLANETS/BIOMES/LAVA/LARGEPROPS/LARGESHARDINACTIVE02.SCENE.MBIN,BLANKETCLUMP,-1,128,0,60,1.7,3,1,1,0,6,180,0,0,FALSE,FALSE,FALSE,FALSE,0.25,0.001,0.001,0,DistantObjects
MODELS/PLANETS/BIOMES/LAVA/LARGEPROPS/LARGEVOLCANO.SCENE.MBIN,FOREST,-1,128,0,30,2,3,1,1,0,0,180,0,0,FALSE,FALSE,FALSE,FALSE,0.5,0.0002,0.0002,1,DistantObjects
MODELS/PLANETS/BIOMES/LAVA/MEDIUMPROPS/COMET01.SCENE.MBIN,FOREST,-1,128,0,25,0.75,1.5,1,1,0,0,180,0,0,FALSE,FALSE,FALSE,FALSE,0.4,0.0008,0.0008,1,Landmarks
MODELS/PLANETS/BIOMES/LAVA/MEDIUMPROPS/MEDIUMDEADTREE01.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,1.9,2.3,1,1,0.1,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.034,0.034,1,Landmarks
MODELS/PLANETS/BIOMES/LAVA/MEDIUMPROPS/MEDIUMVOLCANICROCKS.SCENE.MBIN,FOREST,-1,128,0,25,0.75,1.5,1,1,0,0,180,0,0,FALSE,FALSE,FALSE,FALSE,0.4,0.0002,0.0002,1,Landmarks
MODELS/PLANETS/BIOMES/LAVA/MEDIUMPROPS/MEDSHARDINACTIVE01.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,30,0.8,2,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.003,0.003,1,Landmarks
MODELS/PLANETS/BIOMES/LAVA/SMALLPROPS/LAVACLUMP.SCENE.MBIN,BLANKETCLUMP,-1,128,0,20,0.2,1.1,1,1,1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.012,0,0,DetailObjects
MODELS/PLANETS/BIOMES/LAVA/SMALLPROPS/LAVAGEMS.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.8,1.3,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.05,0.015,0.02,1,Objects
MODELS/PLANETS/BIOMES/LAVA/SMALLPROPS/LAVAGEMS.SCENE.MBIN,FLORACLUMP,-1,128,0,35,0.8,1.1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.12,0.015,0.015,1,DetailObjects
MODELS/PLANETS/BIOMES/LAVA/SMALLPROPS/SMALLCOMET01.SCENE.MBIN,BLANKETCLUMP,-1,128,0,30,0.3,0.7,1,1,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.25,0.003,0.003,1,Landmarks
MODELS/PLANETS/BIOMES/SCORCHED/LARGE/LARGEROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,45,1.2,1.6,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.03,0.012,0.012,1,Objects
MODELS/PLANETS/BIOMES/SCORCHED/LARGE/LARGEROCK.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,1.8,2.4,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.003,0.003,1,Objects
MODELS/PLANETS/BIOMES/SCORCHED/LARGE/LARGEROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,45,1,1.4,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
MODELS/PLANETS/BIOMES/SCORCHED/MEDIUM/MEDIUMROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,40,1.5,2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.04,0.04,1,Objects
MODELS/PLANETS/BIOMES/SCORCHED/MEDIUM/MEDIUMROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,45,0.8,1.2,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.04,0.05,0.05,1,Objects
MODELS/PLANETS/BIOMES/SCORCHED/MEDIUM/MEDIUMROCK.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,45,1.7,2,1,1,0.2,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.014,0.014,1,Objects
MODELS/PLANETS/BIOMES/SCORCHED/MEDIUM/MEDIUMSPIRE.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,45,0.5,2,1,1,0,6,180,0,0,TRUE,TRUE,FALSE,FALSE,0.22,0.035,0.035,1,Landmarks
MODELS/PLANETS/BIOMES/SCORCHED/MEDIUM/VOLCANICPLANT.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.8,1.3,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.02,0.02,1,Objects
MODELS/PLANETS/BIOMES/SCORCHED/SMALL/LEAFDROPLET.SCENE.MBIN,FLORACLUMP,-1,128,0,50,0.3,0.5,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.035,0.035,1,DetailObjects
MODELS/PLANETS/BIOMES/SCORCHED/SMALL/SMALLROCK.SCENE.MBIN,BLANKETCLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.125,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/SCORCHED/SMALL/SMALLROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.21,0.025,0.025,1,DetailObjects
MODELS/PLANETS/BIOMES/SCORCHED/SMALL/SMALLROCK.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.6,0.8,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.033,0.03,1,DetailObjects
MODELS/PLANETS/BIOMES/SCORCHED/SMALL/SMALLROCK.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.6,1,1,1,0.1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.04,0,0,DetailObjects
MODELS/PLANETS/BIOMES/SCORCHED/SMALL/SMALLSPIRE.SCENE.MBIN,FLORACLUMP,-1,128,0,40,0.4,0.8,1,1,0,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.21,0.06,0.06,1,DetailObjects
MODELS/PLANETS/BIOMES/SCORCHED/SMALL/SMALLSPIRE.SCENE.MBIN,BARRENROCKCLUMP,-1,128,0,50,0.6,1.6,1,1,0.1,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.24,0.02,0.02,1,DetailObjects
