Type,Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,MaxYRotation,MaxRaise,MaxLower,DestroyedByPlayerShip,DestroyedByTerrainEdit,IsFloatingIsland,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,0,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,0,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,0,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,0,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,0,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,0,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,0,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,0,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,0,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.015,0.015,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPCRYSTALFLOATING.SCENE.MBIN,BLANKETCLUMP,-200,-20,0,180,0.3,0.7,0.9,1.1,0,30,180,20,-10,TRUE,TRUE,FALSE,FALSE,0.5,0.004,0.004,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPMOUTHROCK.SCENE.MBIN,BLANKETCLUMP,-200,-18,0,40,0.3,0.4,1,1,1,30,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.015,0.015,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPMOUTHROCK.SCENE.MBIN,BLANKETCLUMP,-200,-18,0,40,0.2,0.25,1,1,1,30,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.02,0.02,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPMOUTHROCK.SCENE.MBIN,BLANKETCLUMP,-200,-18,0,40,0.2,0.25,1,1,1,30,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.02,0.02,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPMOUTHROCK.SCENE.MBIN,BLANKETCLUMP,-200,-18,0,40,0.3,0.4,1,1,1,30,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.015,0.015,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPMOUTHROCK.SCENE.MBIN,BLANKETCLUMP,-200,-18,0,40,0.2,0.25,1,1,1,30,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.02,0.02,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/DEEPMOUTHROCK.SCENE.MBIN,BLANKETCLUMP,-200,-18,0,40,0.2,0.25,1,1,1,30,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.02,0.02,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/MEDIUMFLESHYTUBEHOLO.SCENE.MBIN,JAMESPATCH,-1600,-200,0,30,2,2.5,1,1,1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.006,0.006,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/MEDIUMFLESHYTUBEHOLO.SCENE.MBIN,JAMESPATCH,-1600,-200,0,30,3,4,1,1,1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.006,0.006,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/MEDIUMFLESHYTUBEHOLO.SCENE.MBIN,BLANKETCLUMP,-1600,-200,0,30,3,3.5,1,1,1,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.175,0.0025,0.0025,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,90,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,90,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,90,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,90,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,90,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/PUFFERBALL.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.01,0.01,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,90,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,90,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,90,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,90,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,90,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,90,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,90,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,90,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,90,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,90,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
